"id","length","diameter","height","volume","weight","shucked_weight","viscera_weight","shell_weight","rings","sex"
2064,66.82,56.98,18.13,45.71,133.799,59.052,31.546,34.188,14,"F"
2065,47.66,36.78,14.5,17.05,50.868,21.445,11.914,18.026,10,"M"
2067,51.8,39.37,16.06,22.28,61.694,22.119,16.68,20.72,12,"M"
2075,53.87,42.48,12.43,19.16,61.642,24.709,11.5,19.684,8,"J"
2077,56.46,42.48,15.02,25.16,90.443,31.443,20.306,32.116,18,"M"
2079,58.53,45.07,19.17,33.89,106.915,36.674,21.186,32.116,20,"M"
2081,69.93,55.43,16.58,42.27,146.076,61.331,32.893,43.512,16,"F"
2085,61.64,48.69,15.02,31.08,102.668,41.803,15.592,35.224,16,"M"
2086,59.57,49.73,17.61,35.09,113.96,52.422,25.745,32.116,10,"F"
2089,57.5,42.48,12.95,21.4,62.056,24.294,15.177,20.098,8,"M"
2095,59.57,47.14,16.06,30.2,90.391,36.156,21.704,29.526,8,"J"
2097,71.48,54.91,19.68,51.64,165.294,70.241,34.292,49.728,10,"M"
2102,26.42,19.68,5.18,1.81,8.599,3.056,2.227,2.797,6,"J"
2109,62.16,46.62,16.58,32.57,118.311,55.84,23.31,31.805,10,"M"
2110,35.22,26.94,8.29,5.07,20.72,8.288,5.75,5.698,6,"J"
2111,57.5,44.55,17.09,28.84,78.477,28.335,16.939,28.49,13,"M"
2115,63.2,49.21,15.54,32.09,100.129,42.942,20.72,35.742,10,"J"
2118,44.55,32.12,13.47,13.53,67.185,28.335,16.887,19.062,9,"M"
2124,50.25,38.33,11.91,15.31,49.573,20.668,9.894,13.364,7,"F"
2128,69.41,55.94,20.2,51.85,167.728,76.664,34.24,48.174,11,"F"
2130,71.48,55.94,19.17,49.51,167.78,55.219,36.571,57.498,24,"M"
2135,62.16,48.17,17.09,34.42,108.521,48.174,24.294,32.634,11,"M"
2139,60.09,46.1,12.95,24.19,73.504,31.391,14.556,24.346,9,"J"
2141,27.97,20.2,7.25,2.75,10.567,4.662,1.399,3.522,8,"J"
2151,71.48,54.39,20.72,50.86,184.667,94.949,34.447,47.76,12,"M"
2153,72,55.43,18.13,50.01,190.469,83.243,41.026,52.111,10,"F"
2154,16.58,11.4,2.59,0.33,2.02,0.777,0.518,0.622,4,"J"
2160,66.82,52.32,15.54,36.6,120.228,53.768,27.091,34.706,10,"M"
2162,73.04,59.05,18.65,55.71,158.974,99.456,43.46,44.548,12,"F"
2168,63.71,54.91,17.61,39.86,116.032,59.829,21.704,29.63,9,"M"
2170,60.09,46.62,16.58,31.88,89.873,40.767,22.896,22.274,9,"M"
2175,41.96,32.12,12.43,10.6,32.064,14.297,6.009,9.842,13,"F"
2176,60.09,50.76,13.47,27.21,117.431,60.71,26.573,24.553,9,"M"
2180,42.48,31.08,10.36,9.15,31.184,12.846,7.148,9.324,9,"M"
2181,58.53,44.55,12.95,22.91,67.806,29.163,14.4,21.756,9,"J"
2188,48.17,36.26,12.43,14.53,53.924,20.875,16.835,19.166,11,"M"
2189,69.93,56.98,18.13,48.35,174.98,71.898,38.436,49.106,13,"F"
2190,48.69,37.3,13.99,17.41,51.904,17.249,11.914,17.094,10,"M"
2192,60.61,52.84,16.58,34.98,126.185,66.2,24.968,31.08,11,"M"
2194,63.71,49.21,21.24,44.62,138.513,62.108,29.163,38.332,11,"M"
2196,44.03,35.74,12.95,13.74,44.03,16.576,8.236,15.954,13,"J"
2197,49.21,40.4,12.43,16.68,54.96,22.119,11.966,17.612,10,"F"
2212,54.91,42.48,15.02,23.42,85.522,38.85,21.134,25.382,9,"F"
2214,56.46,46.62,15.54,26.18,101.321,34.861,19.736,31.08,11,"M"
2215,59.57,49.73,15.54,30.78,90.598,38.85,19.995,30.044,12,"F"
2216,74.59,58.53,20.72,60.08,218.13,105.361,37.607,51.178,12,"M"
2218,67.34,52.84,16.06,38.65,123.18,50.039,28.801,37.762,13,"F"
2224,62.68,49.21,18.13,37.74,124.424,55.892,28.49,32.012,10,"M"
2230,48.17,35.74,10.88,13.37,41.595,25.071,3.574,11.292,6,"J"
2236,73.04,56.46,18.65,52.56,159.492,62.937,38.073,48.122,13,"F"
2240,20.72,15.02,2.59,0.54,3.574,1.14,0.777,1.036,5,"J"
2243,65.27,53.35,16.58,39.01,138.41,57.291,33.204,36.26,11,"F"
2247,63.71,49.73,18.13,39.05,115.825,46.206,33.1,31.08,9,"M"
2249,48.17,36.78,12.43,15.19,55.063,28.231,10.049,14.452,8,"M"
2252,52.84,41.96,13.47,19.98,62.056,31.753,11.966,15.385,8,"J"
2253,44.55,36.26,10.88,11.93,37.918,17.664,8.858,11.396,6,"J"
2257,63.2,51.28,19.17,41.4,119.451,55.53,30.096,25.382,8,"F"
2258,66.3,52.32,17.09,40.07,149.547,63.662,31.443,40.404,18,"M"
2259,66.3,49.73,15.02,34.08,115.462,52.629,24.864,35.224,10,"F"
2260,39.89,31.08,12.95,10.97,35.535,17.664,7.615,8.392,7,"J"
2261,42.99,33.67,11.91,11.82,34.033,14.556,5.284,10.982,12,"J"
2262,31.08,23.83,9.84,4.76,14.349,5.802,3.781,3.833,6,"J"
2263,38.33,29.01,8.81,6.53,20.513,8.34,4.714,6.009,5,"J"
2267,22.27,17.09,5.7,1.41,6.112,2.745,1.295,1.917,5,"J"
2268,43.51,34.71,11.91,12.01,38.228,17.716,7.356,12.432,8,"M"
2271,59.05,46.62,15.02,27.81,98.42,41.492,23.155,29.474,10,"M"
2272,66.82,52.84,19.68,46.84,141.207,59.363,37.503,37.296,10,"F"
2273,59.05,47.66,14.5,26.9,98.783,46.257,21.393,25.382,12,"M"
2275,60.09,47.66,16.06,30.72,149.132,69.567,28.283,30.614,10,"M"
2280,36.26,27.45,11.4,7.6,21.652,6.838,6.112,7.77,9,"J"
2282,64.75,51.28,18.13,40.97,125.097,55.012,29.112,36.519,11,"M"
2283,60.09,44.03,16.06,29.36,90.443,37.451,25.796,24.76,10,"F"
2284,56.98,46.62,15.02,26.46,76.768,30.562,14.867,27.609,10,"F"
2285,44.55,33.67,10.88,11.16,32.012,12.328,8.288,10.153,6,"J"
2291,68.38,55.43,19.68,50.2,164.776,66.563,30.769,53.613,9,"M"
2292,60.09,45.07,15.54,29.41,92.359,37.607,19.943,26.055,6,"J"
2296,37.3,29.01,10.88,8.02,20.616,7.2,4.662,8.288,9,"J"
2297,59.57,45.07,16.06,28.75,92.981,42.631,24.087,23.828,9,"F"
2304,64.23,50.25,21.24,44.78,126.288,40.145,25.952,39.886,14,"M"
2305,63.71,51.28,20.72,46.13,126.288,58.43,23.517,40.249,10,"M"
2307,42.48,31.08,9.32,8.13,29.008,14.608,5.957,7.77,8,"J"
2310,65.27,48.69,15.54,33.15,117.638,55.84,24.087,32.271,12,"M"
2313,60.09,46.62,12.43,23.85,89.977,43.305,15.281,26.988,8,"M"
2314,46.62,37.3,13.47,15.19,49.521,19.788,13.157,14.193,7,"J"
2316,54.39,45.58,12.95,21.29,73.711,33.204,16.472,19.839,7,"F"
2320,67.34,54.39,21.24,52.99,147.889,71.484,31.702,45.118,13,"M"
2328,24.86,18.65,5.7,1.82,5.75,2.435,1.347,1.865,4,"J"
2330,56.46,39.89,15.54,22.89,115.877,56.203,25.33,29.474,9,"F"
2331,30.04,23.31,7.77,3.67,15.747,7.356,6.112,4.662,9,"J"
2333,64.23,53.35,16.06,37.14,137.322,69.257,26.988,34.706,12,"F"
2334,28.49,22.27,7.77,3.23,11.966,5.025,3.004,3.626,7,"J"
2346,64.75,50.25,19.68,41.61,121.678,45.429,23.88,43.512,17,"F"
2348,40.4,30.04,9.32,7.78,28.438,13.986,4.714,8.081,8,"J"
2352,44.55,35.22,12.43,12.92,40.508,16.11,9.842,14.556,7,"F"
2358,59.05,45.58,16.06,28.86,115.618,49.469,23.983,27.972,13,"M"
2360,28.49,20.72,7.25,2.9,9.946,3.833,2.331,3.108,6,"J"
2363,58.02,46.62,14.5,26.78,93.24,48.899,18.855,22.585,7,"M"
2364,48.17,39.37,13.99,17.87,59.984,21.549,11.344,22.792,14,"F"
2365,54.39,37.81,17.61,24.63,99.508,45.377,23.051,28.594,10,"M"
2366,68.89,54.39,21.76,53.41,170.318,84.745,35.172,44.289,10,"F"
2367,68.38,53.35,17.09,40.8,149.857,71.898,30.873,38.902,10,"M"
2368,70.97,52.84,17.09,42.43,160.062,71.07,39.109,42.01,10,"M"
2370,64.23,49.73,18.13,38.17,107.796,48.07,23.051,31.08,9,"F"
2376,38.33,29.01,10.88,7.7,24.242,9.376,6.061,7.77,9,"M"
2377,74.59,60.61,22.79,68.57,198.29,94.846,46.413,49.624,11,"M"
2383,62.68,50.25,16.58,35.45,126.599,54.908,26.677,29.008,13,"F"
2388,56.46,45.07,13.99,24.08,79.927,38.539,15.333,23.517,8,"J"
2395,59.57,47.66,16.06,29.98,92.411,45.739,18.234,22.792,10,"M"
2397,48.17,41.96,13.99,18.37,80.549,45.17,17.767,15.074,10,"M"
2399,67.86,53.35,20.72,50.91,142.243,45.895,34.965,50.764,16,"M"
2404,48.17,37.3,12.95,16.1,45.221,17.508,11.137,15.022,11,"M"
2406,57.5,44.55,16.06,28.17,76.612,32.479,14.867,29.008,10,"J"
2407,44.03,33.67,11.4,11.34,32.841,13.986,4.973,9.324,8,"J"
2409,46.62,34.19,10.88,11.27,51.334,26.677,8.495,13.364,8,"M"
2410,67.34,52.84,18.13,42.5,136.389,65.734,26.988,37.71,12,"M"
2411,60.61,48.17,17.09,31.92,91.686,41.699,16.835,28.386,10,"M"
2413,62.68,50.25,17.09,33.85,111.215,45.273,21.238,34.188,14,"F"
2420,35.74,26.42,8.29,5.22,17.508,6.216,4.403,5.594,10,"M"
2422,38.85,29.01,10.36,8.25,26.573,12.069,6.061,7.511,12,"J"
2428,41.44,32.12,11.4,10.14,32.53,14.297,5.905,10.36,11,"M"
2429,51.28,38.33,12.95,16.54,48.847,21.497,9.428,15.54,8,"J"
2430,57.5,44.55,14.5,25.28,78.166,36.519,19.011,20.875,9,"F"
2431,38.33,29.01,11.4,8.61,23.88,9.79,4.817,7.77,10,"F"
2435,62.16,48.69,18.13,37.27,114.478,50.401,25.589,32.634,15,"M"
2436,67.86,54.91,19.68,48.52,147.941,51.075,32.945,58.534,18,"F"
2439,47.66,36.26,12.95,14.74,53.509,19.529,11.862,19.166,9,"M"
2442,72.52,56.98,17.61,46.5,174.462,78.063,33.825,33.152,11,"F"
2444,60.09,47.14,16.58,31.48,95.467,32.323,20.306,31.08,17,"F"
2445,64.23,52.84,21.24,48.87,139.601,49.469,26.573,49.728,14,"F"
2448,41.96,32.12,9.84,8.82,35.483,18.493,6.63,8.858,8,"J"
2449,49.21,38.33,12.95,16.6,52.784,22.429,11.655,17.094,9,"M"
2450,65.27,52.32,15.54,36.49,136.389,65.527,25.537,38.332,11,"M"
2451,29.01,21.76,5.7,2.51,10.982,4.299,2.745,3.212,5,"J"
2453,67.34,51.8,17.61,41.22,145.506,71.898,32.945,33.515,11,"F"
2463,61.12,47.66,15.02,29.01,93.395,43.408,18.493,26.936,11,"J"
2466,62.68,49.21,18.13,37.92,129.759,57.757,31.65,35.535,9,"M"
2468,67.86,60.09,21.24,58.33,215.54,99.352,35.379,62.264,17,"M"
2470,70.45,53.35,17.61,44.35,166.951,87.179,31.702,40.922,11,"M"
2479,64.75,54.39,20.2,47.59,140.067,46.672,25.33,54.908,13,"F"
2481,56.98,44.03,14.5,24.32,98.627,50.712,20.15,22.637,7,"F"
2485,60.09,47.66,18.65,34.42,118.622,49.728,28.697,33.67,11,"M"
2488,67.86,53.35,16.06,38.84,135.612,54.286,35.846,39.886,11,"F"
2489,51.8,39.37,16.06,21.78,69.153,28.438,16.162,18.648,12,"J"
2491,74.59,58.02,18.13,52.4,178.865,65.993,35.379,54.39,17,"F"
2492,59.57,48.17,15.54,30.49,111.888,61.642,21.393,24.657,9,"M"
2493,58.53,45.58,16.06,29.19,97.332,44.289,22.17,27.972,12,"F"
2496,65.27,51.8,18.65,41.41,123.957,53.25,24.087,41.388,8,"F"
2497,66.82,50.25,15.54,34.94,126.547,59,28.335,34.188,9,"M"
2500,48.17,36.78,10.88,12.68,49.676,23.517,12.846,12.95,8,"M"
2503,61.64,50.25,15.54,32.69,112.251,54.96,23.932,28.594,8,"M"
2504,63.2,44.03,16.06,29.47,108.625,52.525,20.254,28.386,11,"J"
2510,61.64,51.28,24.35,52.8,141.518,52.473,22.688,53.872,13,"F"
2518,48.17,36.78,11.4,13.56,49.106,23.828,10.412,12.432,7,"J"
2520,38.33,27.45,7.77,5.57,22.17,9.324,5.284,7.252,6,"M"
2521,61.12,46.1,14.5,27.22,96.452,36.882,24.242,29.008,12,"M"
2523,52.32,39.89,11.91,16.66,63.818,25.175,11.137,21.756,11,"F"
2524,61.64,49.21,17.09,35.54,125.667,64.336,25.227,28.386,9,"M"
2526,64.23,52.84,18.65,42.39,137.943,61.538,28.594,40.197,11,"F"
2529,53.35,41.96,14.5,22.28,88.112,32.323,15.126,32.634,17,"M"
2532,46.62,36.78,12.43,14.07,42.683,11.862,6.889,16.576,19,"J"
2534,63.2,51.28,16.58,35.88,112.82,48.588,20.513,39.782,11,"F"
2535,74.59,56.46,19.17,55.55,178.037,82.103,41.544,48.485,11,"F"
2541,64.23,49.73,16.06,33.84,130.07,54.597,38.746,32.893,11,"M"
2542,63.2,49.21,17.61,35.75,106.345,45.066,24.191,31.443,10,"M"
2543,50.25,39.37,14.5,19.06,69.723,22.533,13.468,20.202,18,"J"
2546,42.48,34.71,10.88,11.11,34.24,14.556,6.63,10.878,7,"J"
2553,80.29,59.05,22.79,73.46,210.515,76.146,49.262,68.221,17,"M"
2555,56.98,42.99,13.99,22.41,84.382,44.237,19.218,18.13,8,"F"
2559,46.62,36.26,14.5,16.23,49.106,21.756,11.292,13.209,16,"J"
2563,47.66,35.74,10.88,12.46,46.516,20.306,9.79,13.105,7,"J"
2565,36.78,28.49,9.32,6.83,26.004,10.049,5.491,8.288,7,"J"
2566,68.38,53.35,17.61,42.17,138.513,63.714,32.375,37.037,10,"F"
2567,46.62,34.71,10.88,11.54,44.03,19.321,9.428,11.914,9,"F"
2570,64.23,50.25,15.02,31.39,103.911,48.226,22.74,29.008,11,"M"
2573,52.32,44.03,12.95,20.03,63.351,25.382,14.245,20.72,9,"J"
2583,32.12,23.31,5.18,2.58,14.97,6.993,3.989,4.662,6,"J"
2584,39.89,29.53,8.81,6.69,25.278,12.587,4.61,7.045,8,"J"
2585,54.91,43.51,13.47,21.92,86.661,38.798,17.301,25.796,11,"J"
2589,40.92,31.08,9.32,8.17,26.211,11.966,5.18,7.77,6,"J"
2591,24.35,18.13,6.73,2.02,6.371,2.124,2.072,1.968,6,"J"
2594,50.25,41.44,16.06,22.06,75.732,24.45,18.959,26.418,11,"F"
2598,65.27,50.76,18.65,41.46,117.068,47.449,28.645,32.634,12,"M"
2599,45.58,32.12,11.91,11.95,37.555,13.882,8.495,12.432,11,"J"
2604,58.53,46.62,15.02,27.48,88.008,43.667,17.457,23.31,8,"F"
2605,58.53,47.14,17.61,33.18,93.913,35.431,16.162,33.152,18,"M"
2606,45.58,33.15,10.88,11.04,40.145,18.182,7.666,12.432,9,"J"
2607,36.26,26.94,9.32,6.17,18.285,7.459,3.678,5.957,7,"J"
2609,36.26,26.94,9.84,6.41,22.896,10.205,4.455,7.252,8,"J"
2611,37.3,25.9,11.91,8.01,48.174,21.756,10.93,13.261,7,"J"
2614,60.09,47.14,17.09,32.65,117.741,38.228,31.132,28.49,13,"F"
2619,69.93,52.84,15.54,37.09,123.957,49.21,31.494,39.99,11,"F"
2624,64.23,51.8,15.54,35.23,133.955,61.746,32.479,36.674,10,"F"
2625,74.59,56.98,20.2,55.46,214.763,111.007,44.185,51.955,9,"F"
2628,62.68,50.25,16.58,34.19,109.453,38.332,24.398,36.778,10,"F"
2634,55.43,44.55,14.5,23.03,74.229,29.578,16.524,22.326,8,"M"
2637,49.21,41.44,11.91,16.79,56.048,19.27,10.619,21.756,13,"F"
2638,54.91,44.55,16.58,28.02,75.058,33.256,13.209,24.864,9,"J"
2640,50.25,38.33,16.06,21.08,100.285,43.408,25.434,24.501,9,"M"
2646,36.26,26.42,9.32,6.02,18.493,8.858,3.16,5.439,8,"J"
2647,62.16,49.21,15.54,31.91,102.564,39.99,22.74,32.168,10,"M"
2658,53.35,37.3,12.95,16.99,48.951,18.803,12.95,14.297,9,"J"
2661,58.53,50.76,16.06,30.79,95.778,41.958,22.74,26.418,11,"F"
2663,45.58,34.71,11.4,12.13,40.249,18.13,8.651,11.5,7,"J"
2667,64.23,50.25,18.65,40.98,122.093,48.433,27.506,40.404,13,"J"
2673,24.35,16.58,6.22,1.66,5.646,2.745,0.984,1.554,4,"M"
2675,61.12,48.17,17.09,33.13,115.514,53.509,28.283,28.49,10,"M"
2676,47.66,35.22,9.32,10.6,39.782,18.596,7.045,11.396,8,"J"
2678,24.35,18.65,6.22,1.94,6.009,2.279,1.502,1.865,6,"J"
2679,52.32,42.48,15.54,24.2,65.734,25.175,13.831,22.274,17,"F"
2684,41.96,31.08,12.43,11.14,33.566,13.105,7.252,11.396,7,"J"
2688,65.79,51.28,18.13,39.74,127.998,53.924,31.961,35.949,10,"F"
2710,70.45,56.98,19.68,51.06,187.205,85.211,37.866,53.354,11,"F"
2714,52.84,42.48,16.06,24.25,132.867,58.948,30.148,39.316,9,"M"
2716,35.22,27.45,8.29,5.16,20.875,9.324,4.921,5.698,5,"J"
2722,64.75,51.28,18.65,39.69,112.043,48.847,26.314,32.479,10,"M"
2725,37.3,27.45,9.84,6.8,23.983,10.878,4.766,7.77,7,"J"
2727,65.27,52.32,18.65,42.87,131.779,62.419,30.562,32.634,11,"J"
2729,66.3,50.25,19.17,41.72,147.06,69.775,35.897,33.722,11,"F"
2730,69.41,51.8,20.72,50.57,131.468,59.674,30.925,36.364,11,"M"
2732,53.35,39.89,13.47,19.24,64.543,29.578,13.313,18.13,10,"M"
2734,34.71,26.42,8.81,5.48,18.493,7.356,4.196,5.698,9,"J"
2735,65.79,51.28,20.2,46.36,121.419,46.102,32.271,36.001,11,"M"
2737,39.89,31.08,9.32,7.56,31.909,15.799,5.802,8.651,8,"J"
2741,47.66,37.3,13.99,16.07,63.248,20.254,11.085,24.346,14,"M"
2753,72.52,59.57,20.72,61.6,179.901,80.342,41.077,47.76,11,"F"
2756,51.8,38.85,14.5,19.31,57.912,24.605,13.986,17.508,9,"J"
2758,49.73,36.78,11.91,14.14,59.933,25.9,10.982,19.062,8,"J"
2759,53.87,40.92,12.95,19.54,68.687,31.132,13.572,19.736,9,"J"
2760,71.48,54.39,19.68,50.42,154.571,66.563,40.456,43.512,12,"F"
2764,64.75,47.66,16.58,34.53,128.412,56.98,28.283,39.368,14,"J"
2767,44.55,36.26,9.32,10.26,41.129,16.317,9.22,12.432,9,"F"
2770,65.27,49.73,15.54,34.28,109.039,40.611,34.81,29.526,12,"F"
2771,59.57,47.66,17.09,33.4,110.334,51.645,22.222,29.163,8,"F"
2773,29.01,22.79,8.29,3.78,13.623,6.838,2.486,3.108,5,"J"
2774,53.87,40.92,15.02,21.3,79.772,43.926,14.711,19.632,7,"J"
2775,69.93,58.53,20.2,55.44,190.365,79.202,37.451,57.291,12,"F"
2777,58.53,46.1,15.54,27.18,82.466,37.659,19.062,22.688,8,"M"
2780,66.3,53.35,18.65,43.66,129.189,56.721,30.303,38.177,10,"M"
2782,53.87,41.96,15.02,23.16,85.884,36.623,17.457,21.238,15,"F"
2785,53.87,42.48,12.95,19.77,72.365,30.51,16.835,22.274,10,"F"
2786,51.8,39.89,11.91,16.42,70.293,30.51,14.297,20.202,12,"F"
2790,52.84,41.96,13.47,19.68,74.333,38.591,16.369,17.612,9,"M"
2791,42.48,34.71,11.91,11.84,45.636,19.684,8.806,13.986,8,"M"
2792,71.48,57.5,21.24,59.38,188.189,80.653,45.532,53.354,19,"F"
2797,69.93,52.84,19.17,47.23,152.603,65.216,31.339,43.978,11,"F"
2798,44.55,35.22,12.43,13.36,37.037,15.644,6.682,10.826,9,"J"
2802,63.2,50.25,21.76,45.33,139.29,55.426,22.844,53.354,20,"F"
2805,65.27,50.25,17.09,37.43,127.739,68.013,23.983,31.443,10,"M"
2806,54.39,41.96,13.47,20.82,74.437,33.825,20.461,18.13,8,"M"
2807,51.8,37.3,12.43,15.73,45.48,19.425,10.93,13.52,8,"J"
2808,48.69,37.3,10.36,12.76,48.744,16.939,9.22,14.349,8,"F"
2812,63.2,49.73,18.13,37.34,110.593,40.508,22.378,43.512,15,"F"
2814,32.12,23.31,7.25,3.63,10.93,45.066,1.554,4.144,5,"J"
2815,72.52,59.57,21.24,60,183.683,62.678,46.309,55.737,13,"F"
2817,38.33,30.04,9.32,7.41,24.968,11.396,4.662,7.148,10,"M"
2818,67.86,56.46,17.09,45.72,168.091,67.91,30.976,53.147,12,"F"
2823,72,54.39,21.24,57.79,188.397,84.848,41.699,46.879,13,"F"
2833,64.75,48.17,16.06,34.72,100.699,41.854,19.114,36.26,14,"J"
2837,63.2,50.76,16.58,36.63,118.726,61.849,25.486,27.454,8,"M"
2844,60.09,48.17,18.13,33.92,107.226,41.544,19.321,39.886,17,"M"
2848,64.75,54.39,22.27,52.82,163.325,52.991,26.884,68.894,16,"F"
2852,36.26,26.94,8.81,5.69,18.026,7.304,3.574,6.216,10,"J"
2854,46.1,34.19,11.4,12.22,37.089,15.799,6.941,12.277,8,"J"
2857,29.01,20.72,6.73,2.61,9.272,3.73,1.917,3.108,7,"J"
2859,60.61,47.14,12.95,25.11,106.397,40.508,21.963,25.9,17,"M"
2860,44.03,35.22,12.43,13.22,40.197,15.436,9.013,12.95,10,"M"
2862,49.21,36.26,11.4,13.52,47.293,21.342,10.256,13.468,6,"J"
2863,52.84,42.48,15.02,22.73,82.466,40.041,18.803,20.254,8,"M"
2872,62.16,49.21,18.13,36.57,139.29,56.876,29.785,37.296,11,"M"
2875,48.69,38.85,12.43,15.86,62.315,28.645,15.074,13.986,8,"F"
2884,61.12,49.21,14.5,29.88,101.217,47.915,20.979,28.49,10,"M"
2885,60.61,48.69,17.09,33.01,145.972,82.88,23.724,30.562,10,"M"
2888,51.8,41.44,12.95,18.65,69.153,27.04,13.623,22.792,10,"F"
2889,66.82,53.87,18.13,44.07,169.49,80.704,35.431,44.755,11,"M"
2891,46.62,36.26,13.47,15.44,48.226,21.497,10.826,13.986,8,"M"
2897,60.09,46.62,15.54,29.38,96.037,28.594,18.803,37.296,14,"M"
2898,55.43,41.44,15.02,23.62,73.038,31.753,14.141,22.792,10,"J"
2901,59.57,45.58,15.54,27.79,101.839,50.35,22.274,24.76,8,"J"
2904,70.97,53.87,15.54,38.67,142.295,74.437,30.355,33.152,11,"M"
2905,55.43,42.48,13.99,22.81,89.303,29.578,15.799,33.152,14,"M"
2909,64.75,50.76,15.02,32.75,95.312,45.273,17.975,29.008,10,"F"
2910,62.16,49.21,16.58,32.87,120.59,52.266,27.299,34.706,12,"M"
2915,16.06,11.91,2.59,0.33,2.486,0.932,0.518,0.777,5,"M"
2918,47.66,38.85,14.5,17.85,52.888,19.891,10.826,21.238,9,"M"
2923,60.09,44.55,17.61,31.96,153.328,67.703,33.566,43.046,10,"F"
2926,72,55.43,20.72,53.39,164.258,69.101,34.602,48.796,11,"F"
2927,69.41,55.43,19.68,47.54,172.908,77.337,30.407,52.629,11,"M"
2929,17.61,13.47,9.84,1.61,3.108,1.347,0.829,1.036,4,"J"
2931,56.98,48.69,15.54,28.78,92.929,39.057,19.062,30.044,9,"F"
2933,57.5,46.62,18.13,32.31,90.546,33.929,20.927,31.598,10,"M"
2935,41.96,30.04,9.32,7.71,29.267,11.603,7.77,8.443,7,"J"
2937,53.87,40.92,12.95,19.18,60.14,25.33,15.126,17.094,9,"J"
2949,51.8,40.4,12.43,17.25,61.694,25.434,15.229,17.923,8,"J"
2952,57.5,46.62,15.02,27.3,94.794,41.44,25.486,29.526,11,"M"
2953,28.49,20.72,6.73,2.66,12.069,5.853,1.347,3.626,7,"J"
2956,74.07,58.53,24.86,71.16,227.868,75.058,48.174,91.686,17,"F"
2958,71.48,58.02,22.27,61.58,178.088,70.448,30.976,48.692,17,"F"
2961,66.82,51.8,15.54,35.14,120.072,48.433,34.758,32.116,9,"F"
2962,43.51,32.63,11.4,10.8,41.699,19.218,8.599,10.515,8,"J"
2964,53.87,42.48,14.5,22.77,68.635,28.749,16.11,20.306,11,"J"
2968,54.91,42.48,14.5,22.97,70.552,32.064,14.659,19.011,6,"M"
2969,69.93,54.91,20.2,51.44,155.245,64.232,38.85,44.03,9,"F"
2971,48.69,38.33,12.43,15.4,48.744,19.114,10.93,16.058,12,"J"
2973,69.41,56.46,20.72,55.93,176.379,86.299,38.746,42.476,11,"M"
2986,56.98,44.03,15.54,26.93,83.502,38.954,17.716,25.382,14,"J"
2987,64.75,50.25,13.99,30.55,134.939,63.196,27.713,37.348,14,"F"
2991,42.48,34.71,11.4,11.46,34.188,16.265,7.304,17.612,7,"J"
2992,64.23,52.84,18.65,41.26,127.739,61.331,28.386,33.359,10,"F"
2997,60.61,47.14,14.5,27.74,100.492,47.863,19.166,30.562,9,"M"
2998,64.75,48.69,17.61,37.38,130.018,54.39,25.019,41.958,10,"F"
2999,43.51,31.6,11.4,10.2,29.008,9.738,8.133,9.894,9,"J"
3003,59.05,46.62,17.61,32.32,113.753,42.89,19.373,41.958,20,"F"
3004,61.12,47.14,15.02,29.78,111.163,49.21,19.684,29.526,14,"M"
3008,47.14,36.26,12.43,14.47,50.091,18.803,14.918,16.576,11,"M"
3010,48.69,38.85,12.95,16.28,54.131,23.465,10.774,16.783,8,"J"
3015,58.53,44.55,13.99,23.89,88.526,33.256,18.389,28.49,11,"J"
3019,52.84,40.4,12.95,18.3,68.013,27.143,19.011,18.13,10,"M"
3020,60.61,49.21,19.17,38.02,88.837,35.897,18.493,28.49,12,"F"
3023,50.25,38.33,14.5,19.13,59.311,21.134,14.659,18.13,10,"M"
3025,67.34,52.32,19.68,44.87,131.986,61.124,23.828,40.508,11,"M"
3029,52.84,39.89,15.02,20.93,79.409,41.285,14.504,18.7,8,"J"
3030,52.32,45.58,14.5,23.05,85.729,35.379,19.218,24.76,8,"M"
3031,56.98,46.62,17.61,31.18,83.916,32.841,16.265,22.792,11,"M"
3033,52.84,41.44,12.95,18.72,57.757,27.091,12.38,15.799,9,"J"
3039,73.56,59.57,18.13,50.32,161.098,66.977,38.384,53.872,15,"F"
3042,55.43,41.96,18.13,28.11,131.624,56.773,33.825,34.913,13,"M"
3045,55.43,46.62,16.06,27.55,83.657,37.866,15.333,26.884,10,"J"
3047,45.07,34.71,10.36,10.95,33.618,13.986,8.133,10.153,7,"J"
3048,60.61,48.17,16.06,32.32,94.742,47.19,20.357,24.346,9,"M"
3049,44.03,32.12,9.84,9.67,36.312,17.042,7.356,10.36,8,"J"
3054,52.32,39.89,12.43,17.32,62.212,24.76,14.711,19.166,7,"J"
3055,63.71,51.8,18.13,41.61,142.657,57.861,34.188,30.251,12,"F"
3057,48.17,37.3,11.4,13.94,51.334,27.609,8.806,12.536,7,"M"
3063,29.01,21.24,8.29,3.45,13.157,5.387,4.04,4.351,9,"J"
3072,63.71,47.14,15.54,31.08,96.711,39.575,25.589,27.091,10,"M"
3079,67.86,53.35,18.65,45.81,146.283,64.18,25.745,51.489,11,"F"
3081,60.61,46.62,17.61,34.11,89.977,34.447,16.939,27.972,22,"F"
3082,56.98,42.99,13.99,22.64,80.29,31.287,18.544,26.936,23,"F"
3094,64.75,52.32,18.13,40.2,117.172,56.203,23.465,33.463,8,"M"
3097,53.35,47.14,13.99,23.58,74.851,30.562,16.835,24.346,9,"M"
